id,name,fullname,density,type,resourceType,apiGravity,sulfurContent,closestAncestorGrade,closestAncestorCommodity,closestAncestorGroup,closestAncestorFamily,energyDensity,densityUnit,expansionRatio,ancestors
1898,Natural Gasoline,Natural Gasoline,753.0,grade,product,,,"{'id': 1898, 'fullName': 'Natural Gasoline', 'name': 'Natural Gasoline', 'type': 'grade', 'resourceType': 'product'}","{'id': 1886, 'fullName': 'Naphtha', 'name': 'Naphtha', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1538, 'fullName': 'Gasoline/Naphtha', 'name': 'Gasoline/Naphtha', 'type': 'group', 'resourceType': 'product'}","{'id': 1730, 'fullName': 'Light Ends', 'name': 'Light Ends', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1898, 'fullName': 'Natural Gasoline', 'name': 'Natural Gasoline', 'type': 'grade', 'resourceType': 'product'}, {'id': 1886, 'fullName': 'Naphtha', 'name': 'Naphtha', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1538, 'fullName': 'Gasoline/Naphtha', 'name': 'Gasoline/Naphtha', 'type': 'group', 'resourceType': 'product'}, {'id': 1730, 'fullName': 'Light Ends', 'name': 'Light Ends', 'type': 'family', 'resourceType': 'product'}, {'id': 1328, 'fullName': 'Clean petroleum products', 'name': 'Clean Products', 'type': 'family', 'resourceType': 'product'}, {'id': 1362, 'fullName': 'CPP', 'name': 'Clean', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1900,Nemba,nemba,830.0,grade,product,38.9,0.21,"{'id': 1900, 'fullName': 'nemba', 'name': 'Nemba', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1900, 'fullName': 'nemba', 'name': 'Nemba', 'type': 'grade', 'resourceType': 'product'}, {'id': 2882, 'fullName': 'Angola Crude', 'name': 'Angola Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1902,Nemina,Nemina,876.0,grade,product,30.0,1.0,"{'id': 1902, 'fullName': 'Nemina', 'name': 'Nemina', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1902, 'fullName': 'Nemina', 'name': 'Nemina', 'type': 'grade', 'resourceType': 'product'}, {'id': 2868, 'fullName': 'Malaysia Crude', 'name': 'Malaysia Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1126, 'fullName': 'Asia-Pacific', 'name': 'APAC', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1904,Nickel,Nickel,833.0,grade,product,,,"{'id': 1904, 'fullName': 'Nickel', 'name': 'Nickel', 'type': 'grade', 'resourceType': 'product'}","{'id': 1488, 'fullName': 'Ferrous Metals', 'name': 'Ferrous Metals', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1842, 'fullName': 'Metals', 'name': 'Metals', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1904, 'fullName': 'Nickel', 'name': 'Nickel', 'type': 'grade', 'resourceType': 'product'}, {'id': 1488, 'fullName': 'Ferrous Metals', 'name': 'Ferrous Metals', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1842, 'fullName': 'Metals', 'name': 'Metals', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1906,Nigerian Co.,nigerian condensate,702.233,grade,product,70.0,0.01,"{'id': 1906, 'fullName': 'nigerian condensate', 'name': 'Nigerian Co.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1906, 'fullName': 'nigerian condensate', 'name': 'Nigerian Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 2390, 'fullName': 'Western Africa Condensate', 'name': 'WAF Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1908,Nigerian LNG Plant,Nigerian LNG Plant,451.66,grade,product,,,"{'id': 1908, 'fullName': 'Nigerian LNG Plant', 'name': 'Nigerian LNG Plant', 'type': 'grade', 'resourceType': 'product'}","{'id': 1750, 'fullName': 'lng', 'name': 'lng', 'type': 'commodity', 'resourceType': 'product'}",,"{'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}",24998.272,kg/cm,571.14,"[{'id': 1908, 'fullName': 'Nigerian LNG Plant', 'name': 'Nigerian LNG Plant', 'type': 'grade', 'resourceType': 'product'}, {'id': 1750, 'fullName': 'lng', 'name': 'lng', 'type': 'commodity', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1910,Nile,nile blend,854.0,grade,product,34.0,5.6,"{'id': 1910, 'fullName': 'nile blend', 'name': 'Nile', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1910, 'fullName': 'nile blend', 'name': 'Nile', 'type': 'grade', 'resourceType': 'product'}, {'id': 1924, 'fullName': 'Northern Africa', 'name': 'N. Africa', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1912,Njord,njord,794.0,grade,product,46.6,0.05,"{'id': 1912, 'fullName': 'njord', 'name': 'Njord', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1912, 'fullName': 'njord', 'name': 'Njord', 'type': 'grade', 'resourceType': 'product'}, {'id': 2881, 'fullName': 'Norway Crude', 'name': 'Norway Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1914,Nkossa,nkossa,828.0,grade,product,39.4,0.03,"{'id': 1914, 'fullName': 'nkossa', 'name': 'Nkossa', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1914, 'fullName': 'nkossa', 'name': 'Nkossa', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1916,Fuel Oils,Fuel Oils,951.0,group,product,,,,,"{'id': 1916, 'fullName': 'Fuel Oils', 'name': 'Fuel Oils', 'type': 'group', 'resourceType': 'product'}","{'id': 1400, 'fullName': 'Dirty Petroleum Products', 'name': 'DPP', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1916, 'fullName': 'Fuel Oils', 'name': 'Fuel Oils', 'type': 'group', 'resourceType': 'product'}, {'id': 1400, 'fullName': 'Dirty Petroleum Products', 'name': 'DPP', 'type': 'family', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1918,Non-ferrous Metals,Non-ferrous Metals,833.0,commodity,product,,,,"{'id': 1918, 'fullName': 'Non-ferrous Metals', 'name': 'Non-ferrous Metals', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1842, 'fullName': 'Metals', 'name': 'Metals', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1918, 'fullName': 'Non-ferrous Metals', 'name': 'Non-ferrous Metals', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1842, 'fullName': 'Metals', 'name': 'Metals', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1920,Chem/Bio,Chem/Bio,790.0,family,product,,,,,,"{'id': 1920, 'fullName': 'Chem/Bio', 'name': 'Chem/Bio', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1920, 'fullName': 'Chem/Bio', 'name': 'Chem/Bio', 'type': 'family', 'resourceType': 'product'}, {'id': 1362, 'fullName': 'CPP', 'name': 'Clean', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1922,Norne,norne,859.659,grade,product,33.1,0.23,"{'id': 1922, 'fullName': 'norne', 'name': 'Norne', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1922, 'fullName': 'norne', 'name': 'Norne', 'type': 'grade', 'resourceType': 'product'}, {'id': 2881, 'fullName': 'Norway Crude', 'name': 'Norway Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1924,N. Africa,Northern Africa,826.0,grade,product,,,"{'id': 1924, 'fullName': 'Northern Africa', 'name': 'N. Africa', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1924, 'fullName': 'Northern Africa', 'name': 'N. Africa', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1926,N. Africa Co.,Northern Africa Condensate,826.0,grade,product,,,"{'id': 1926, 'fullName': 'Northern Africa Condensate', 'name': 'N. Africa Co.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1926, 'fullName': 'Northern Africa Condensate', 'name': 'N. Africa Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1928,N. Amer Co.,Northern America Condensate,826.0,grade,product,,,"{'id': 1928, 'fullName': 'Northern America Condensate', 'name': 'N. Amer Co.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1928, 'fullName': 'Northern America Condensate', 'name': 'N. Amer Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1930,N. Europe,Northern Europe,826.0,grade,product,,,"{'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
