port_unlocode,move_type,ship_mmsi,ship_imo,date_utc,move_typ,terminal_id,berth_id
RUVVO,DEPARTURE,273350980,9038969,2022-01-16T19:52:00Z,departure,NA,NA
RUTMR,DEPARTURE,273351450,9640499,2022-01-16T19:42:00Z,departure,NA,NA
NA,DEPARTURE,273212310,9837547,2022-01-16T19:39:00Z,departure,NA,NA
RUYEY,DEPARTURE,273452590,9585912,2022-01-16T18:46:00Z,departure,NA,NA
RUTMR,DEPARTURE,273352260,9612909,2022-01-16T17:32:00Z,departure,NA,NA
RUAZO,DEPARTURE,273440780,9297199,2022-01-16T16:59:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005423,9289776,2022-01-16T15:54:00Z,departure,NA,NA
RUTMR,DEPARTURE,273332580,9683726,2022-01-16T15:15:00Z,departure,NA,NA
RUNVS,DEPARTURE,636093001,9340128,2022-01-16T14:57:00Z,departure,NA,NA
RUTAM,DEPARTURE,215270000,9381512,2022-01-16T14:52:00Z,departure,NA,NA
RUULU,DEPARTURE,636018670,9815604,2022-01-16T13:12:00Z,departure,NA,NA
RUNVS,DEPARTURE,538005424,9349631,2022-01-16T12:58:00Z,departure,NA,NA
RUPRI,DEPARTURE,309924000,9325908,2022-01-16T12:55:00Z,departure,NA,NA
RUKOZ,DEPARTURE,311000695,9801524,2022-01-16T12:08:00Z,departure,NA,NA
RUNJK,DEPARTURE,273213390,9016870,2022-01-16T11:49:00Z,departure,NA,NA
RUKOZ,DEPARTURE,563030600,9810501,2022-01-16T11:26:00Z,departure,NA,NA
RUNVS,DEPARTURE,273415140,9164512,2022-01-16T11:14:00Z,departure,NA,NA
RUMCX,DEPARTURE,273445330,9289001,2022-01-16T08:51:00Z,departure,NA,NA
RUMMK,DEPARTURE,273430430,9167930,2022-01-16T04:50:00Z,departure,NA,NA
RUVYP,DEPARTURE,273218180,9183829,2022-01-16T04:30:00Z,departure,NA,NA
RUPRI,DEPARTURE,240290000,9288708,2022-01-16T04:24:00Z,departure,NA,NA
RUULU,DEPARTURE,636017653,9397535,2022-01-16T03:00:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353720,9598385,2022-01-16T02:52:00Z,departure,NA,NA
RUAZO,DEPARTURE,273444390,9300348,2022-01-16T02:38:00Z,departure,NA,NA
RUAZO,DEPARTURE,273448000,9260483,2022-01-16T01:19:00Z,departure,NA,NA
RUYEY,DEPARTURE,273331440,9645982,2022-01-16T01:06:00Z,departure,NA,NA
RUULU,DEPARTURE,309401000,9297890,2022-01-16T00:51:00Z,departure,NA,NA
RUVVO,DEPARTURE,273326750,8906951,2022-01-16T00:50:00Z,departure,NA,NA
RULED,DEPARTURE,241372000,9723291,2022-01-16T00:11:00Z,departure,NA,NA
RUARH,DEPARTURE,212111000,9384459,2022-01-16T00:11:00Z,departure,NA,NA
RULED,DEPARTURE,273350170,8821761,2022-01-15T22:57:00Z,departure,NA,NA
RULED,DEPARTURE,230689000,9797814,2022-01-15T22:29:00Z,departure,NA,NA
RUROV,DEPARTURE,273351180,9640580,2022-01-15T20:05:00Z,departure,NA,NA
RUROV,DEPARTURE,273353720,9598385,2022-01-15T16:51:00Z,departure,NA,NA
RUAZO,DEPARTURE,273275000,8230845,2022-01-15T16:12:00Z,departure,NA,NA
RUULU,DEPARTURE,218019000,9352315,2022-01-15T14:21:00Z,departure,NA,NA
RUPKC,DEPARTURE,273215560,9140827,2022-01-15T13:33:00Z,departure,NA,NA
RUPRI,DEPARTURE,538008326,9353137,2022-01-15T11:36:00Z,departure,NA,NA
RUAZO,DEPARTURE,273333670,9645114,2022-01-15T11:02:00Z,departure,NA,NA
RULED,DEPARTURE,259769000,9378735,2022-01-15T10:19:00Z,departure,NA,NA
RUKOZ,DEPARTURE,636017656,9354301,2022-01-15T09:15:00Z,departure,NA,NA
RUULU,DEPARTURE,258692000,9321677,2022-01-15T09:14:00Z,departure,NA,NA
RUAZO,DEPARTURE,273431390,9340879,2022-01-15T09:10:00Z,departure,NA,NA
RUNVS,DEPARTURE,538006270,9664809,2022-01-15T09:08:00Z,departure,NA,NA
RUDUD,DEPARTURE,273357330,9585273,2022-01-15T08:12:00Z,departure,NA,NA
RUNJK,DEPARTURE,636015834,9589944,2022-01-15T07:05:00Z,departure,NA,NA
RUKOZ,DEPARTURE,538008084,9426441,2022-01-15T05:47:00Z,departure,NA,NA
RUBLT,DEPARTURE,247697000,9148570,2022-01-15T04:30:00Z,departure,NA,NA
RUVYS,DEPARTURE,566577000,9725627,2022-01-15T01:50:00Z,departure,NA,NA
RUPRI,DEPARTURE,249984000,9765017,2022-01-15T00:17:00Z,departure,NA,NA
RUULU,DEPARTURE,636019054,9843560,2022-01-14T22:45:00Z,departure,NA,NA
RUULU,DEPARTURE,538002773,9323376,2022-01-14T21:05:00Z,departure,NA,NA
NA,DEPARTURE,273216480,9492842,2022-01-14T19:55:00Z,departure,NA,NA
RUNVS,DEPARTURE,241406000,9370850,2022-01-14T18:53:00Z,departure,NA,NA
RUVYS,DEPARTURE,538005405,9696553,2022-01-14T17:09:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014310,9422445,2022-01-14T16:45:00Z,departure,NA,NA
RUULU,DEPARTURE,240198000,9276585,2022-01-14T15:48:00Z,departure,NA,NA
RUSKA,DEPARTURE,273350980,9038969,2022-01-14T06:30:00Z,departure,NA,NA
RUVVO,DEPARTURE,273218180,9183829,2022-01-14T03:53:00Z,departure,NA,NA
RUNVS,DEPARTURE,238233000,9318539,2022-01-14T03:50:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005404,9691735,2022-01-14T03:42:00Z,departure,NA,NA
RUVNN,DEPARTURE,273295660,9356610,2022-01-14T03:22:00Z,departure,NA,NA
RUVVO,DEPARTURE,273218180,9183829,2022-01-14T02:47:00Z,departure,NA,NA
RUNJK,DEPARTURE,538008583,9877561,2022-01-14T00:34:00Z,departure,NA,NA
RUTAM,DEPARTURE,249747000,9407457,2022-01-13T23:42:00Z,departure,NA,NA
RUULU,DEPARTURE,636017647,9384306,2022-01-13T22:03:00Z,departure,NA,NA
RUVYS,DEPARTURE,273350170,8821761,2022-01-13T21:46:00Z,departure,NA,NA
RUPRI,DEPARTURE,538006771,9703320,2022-01-13T21:42:00Z,departure,NA,NA
RULED,DEPARTURE,275484000,9169782,2022-01-13T21:28:00Z,departure,NA,NA
RUNVS,DEPARTURE,241510000,9749518,2022-01-13T21:20:00Z,departure,NA,NA
RUROV,DEPARTURE,273333670,9645114,2022-01-13T21:17:00Z,departure,NA,NA
RUARH,DEPARTURE,273292090,9183831,2022-01-13T18:06:00Z,departure,NA,NA
RUTUA,DEPARTURE,273333570,9655468,2022-01-13T17:43:00Z,departure,NA,NA
RUYEY,DEPARTURE,273315050,9376608,2022-01-13T15:41:00Z,departure,NA,NA
RUPRI,DEPARTURE,230687000,9892432,2022-01-13T15:28:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2022-01-13T15:13:00Z,departure,NA,NA
RUPRI,DEPARTURE,636019055,9843572,2022-01-13T14:08:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433590,9328663,2022-01-13T11:50:00Z,departure,NA,NA
RUTMR,DEPARTURE,273354450,9640528,2022-01-13T08:53:00Z,departure,NA,NA
RUMCX,DEPARTURE,434116700,9657454,2022-01-13T07:12:00Z,departure,NA,NA
RUNVS,DEPARTURE,538005372,9263174,2022-01-13T02:45:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433790,9340881,2022-01-13T01:06:00Z,departure,NA,NA
RUTUA,DEPARTURE,273329070,9599353,2022-01-13T01:03:00Z,departure,NA,NA
RUULU,DEPARTURE,636018671,9815616,2022-01-13T00:12:00Z,departure,NA,NA
RULED,DEPARTURE,219337000,9724532,2022-01-12T21:55:00Z,departure,NA,NA
RUULU,DEPARTURE,538007042,9794422,2022-01-12T21:35:00Z,departure,NA,NA
RUVYS,DEPARTURE,538005166,9351634,2022-01-12T20:59:00Z,departure,NA,NA
NA,DEPARTURE,436000393,9323091,2022-01-12T20:51:00Z,departure,NA,NA
RUNVS,DEPARTURE,566916000,9384992,2022-01-12T17:40:00Z,departure,NA,NA
RUTUA,DEPARTURE,209660000,9298284,2022-01-12T16:48:00Z,departure,NA,NA
RUAZO,DEPARTURE,273359760,9476771,2022-01-12T16:30:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353720,9598385,2022-01-12T16:19:00Z,departure,NA,NA
RUULU,DEPARTURE,636020062,9288722,2022-01-12T16:13:00Z,departure,NA,NA
RUNVS,DEPARTURE,477591400,9831828,2022-01-12T15:57:00Z,departure,NA,NA
RUVYS,DEPARTURE,220556000,9302126,2022-01-12T15:49:00Z,departure,NA,NA
RUTUA,DEPARTURE,273353450,9640516,2022-01-12T15:12:00Z,departure,NA,NA
NA,DEPARTURE,273436640,9171175,2022-01-12T14:42:00Z,departure,NA,NA
RUVYS,DEPARTURE,273350170,8821761,2022-01-12T14:25:00Z,departure,NA,NA
RUPRI,DEPARTURE,636018688,9826732,2022-01-12T14:03:00Z,departure,NA,NA
RUVVO,DEPARTURE,273218180,9183829,2022-01-12T11:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,273324070,9599341,2022-01-12T11:06:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008813,9282986,2022-01-12T09:41:00Z,departure,NA,NA
RULED,DEPARTURE,256791000,9435313,2022-01-12T09:22:00Z,departure,NA,NA
RUTAG,DEPARTURE,273355910,9560936,2022-01-12T09:12:00Z,departure,NA,NA
RULED,DEPARTURE,266235000,9301873,2022-01-12T09:07:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005407,9696577,2022-01-12T08:26:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008813,9282986,2022-01-12T08:25:00Z,departure,NA,NA
RULED,DEPARTURE,257840000,9341184,2022-01-12T08:11:00Z,departure,NA,NA
RUYEY,DEPARTURE,273355800,9540340,2022-01-12T07:25:00Z,departure,NA,NA
RUNVS,DEPARTURE,538009175,9386536,2022-01-12T07:15:00Z,departure,NA,NA
RUSKA,DEPARTURE,273326750,8906951,2022-01-12T06:10:00Z,departure,NA,NA
RUAZO,DEPARTURE,273445480,9313589,2022-01-12T04:05:00Z,departure,NA,NA
RUNVS,DEPARTURE,248132000,9464352,2022-01-12T02:50:00Z,departure,NA,NA
RUULU,DEPARTURE,538004371,9482562,2022-01-12T02:16:00Z,departure,NA,NA
RUNVS,DEPARTURE,538009010,9377664,2022-01-12T01:58:00Z,departure,NA,NA
RUPRI,DEPARTURE,255806262,9851696,2022-01-12T01:31:00Z,departure,NA,NA
RUTAM,DEPARTURE,636021156,9858797,2022-01-12T00:51:00Z,departure,NA,NA
RUNVS,DEPARTURE,538008331,9411226,2022-01-12T00:47:00Z,departure,NA,NA
RUNVS,DEPARTURE,247382400,9231171,2022-01-11T23:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,215514000,9843211,2022-01-11T23:48:00Z,departure,NA,NA
RUYEY,DEPARTURE,273318520,9354636,2022-01-11T23:18:00Z,departure,NA,NA
RULED,DEPARTURE,273357860,9645009,2022-01-11T23:14:00Z,departure,NA,NA
RUULU,DEPARTURE,259077000,9235892,2022-01-11T20:04:00Z,departure,NA,NA
RUNVS,DEPARTURE,273353450,9640516,2022-01-11T17:51:00Z,departure,NA,NA
RUNVS,DEPARTURE,636013272,9339301,2022-01-11T16:01:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351320,9598359,2022-01-11T15:06:00Z,departure,NA,NA
RUPRI,DEPARTURE,248022000,9737395,2022-01-11T14:47:00Z,departure,NA,NA
RUAZO,DEPARTURE,273398850,9838864,2022-01-11T14:19:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352320,9598361,2022-01-11T13:55:00Z,departure,NA,NA
RUYEY,DEPARTURE,273355680,9645061,2022-01-11T13:44:00Z,departure,NA,NA
RUVNN,DEPARTURE,273359970,9217321,2022-01-11T12:42:00Z,departure,NA,NA
RUULU,DEPARTURE,636017655,9397547,2022-01-11T11:52:00Z,departure,NA,NA
RUULU,DEPARTURE,273426280,9151890,2022-01-11T11:23:00Z,departure,NA,NA
RUNVS,DEPARTURE,311000903,9878905,2022-01-11T09:43:00Z,departure,NA,NA
RUTUA,DEPARTURE,229357000,9299496,2022-01-11T09:37:00Z,departure,NA,NA
RUTMR,DEPARTURE,273358170,9645011,2022-01-11T09:30:00Z,departure,NA,NA
RUULU,DEPARTURE,636019072,9829100,2022-01-11T09:14:00Z,departure,NA,NA
RUULU,DEPARTURE,247422700,9474450,2022-01-11T08:34:00Z,departure,NA,NA
RUNVS,DEPARTURE,273427090,9766085,2022-01-11T06:34:00Z,departure,NA,NA
RUULU,DEPARTURE,477150600,9740471,2022-01-11T04:57:00Z,departure,NA,NA
RUKOZ,DEPARTURE,374849000,9783928,2022-01-11T04:31:00Z,departure,NA,NA
RUTAM,DEPARTURE,319768000,9301964,2022-01-11T03:45:00Z,departure,NA,NA
RUPRI,DEPARTURE,538008324,9347308,2022-01-11T02:55:00Z,departure,NA,NA
RUNVS,DEPARTURE,255806172,9319870,2022-01-11T02:46:00Z,departure,NA,NA
RUVYS,DEPARTURE,538002778,9323390,2022-01-11T01:21:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433680,9300350,2022-01-10T23:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,215515000,9843209,2022-01-10T23:23:00Z,departure,NA,NA
RUTAG,DEPARTURE,273355380,9648221,2022-01-10T22:57:00Z,departure,NA,NA
RUTAM,DEPARTURE,538005575,9296418,2022-01-10T21:39:00Z,departure,NA,NA
RUBLT,DEPARTURE,247224200,9383443,2022-01-10T21:14:00Z,departure,NA,NA
RULED,DEPARTURE,273358390,9645097,2022-01-10T21:13:00Z,departure,NA,NA
RUULU,DEPARTURE,238252000,9334739,2022-01-10T21:07:00Z,departure,NA,NA
RUNVS,DEPARTURE,273415140,9164512,2022-01-10T21:06:00Z,departure,NA,NA
RUSTY,DEPARTURE,247224200,9383443,2022-01-10T20:03:00Z,departure,NA,NA
NA,DEPARTURE,436000032,9323106,2022-01-10T19:39:00Z,departure,NA,NA
RUNVS,DEPARTURE,636019181,9867803,2022-01-10T18:19:00Z,departure,NA,NA
RUPRI,DEPARTURE,538006621,9726580,2022-01-10T17:31:00Z,departure,NA,NA
RUNVS,DEPARTURE,248822000,9420629,2022-01-10T17:21:00Z,departure,NA,NA
RUNVS,DEPARTURE,215926000,9305855,2022-01-10T16:39:00Z,departure,NA,NA
RUKZP,DEPARTURE,273442410,9278959,2022-01-10T16:25:00Z,departure,NA,NA
RUTUA,DEPARTURE,273359070,9540352,2022-01-10T15:14:00Z,departure,NA,NA
RUBLT,DEPARTURE,248891000,9268239,2022-01-10T15:00:00Z,departure,NA,NA
RUSTY,DEPARTURE,248891000,9268239,2022-01-10T13:53:00Z,departure,NA,NA
RUVYS,DEPARTURE,273350170,8821761,2022-01-10T13:35:00Z,departure,NA,NA
RUVYS,DEPARTURE,212182000,9299862,2022-01-10T12:48:00Z,departure,NA,NA
RUYEY,DEPARTURE,273331440,9645982,2022-01-10T12:36:00Z,departure,NA,NA
RUNVS,DEPARTURE,273393370,9804227,2022-01-10T12:19:00Z,departure,NA,NA
RUVVO,DEPARTURE,273350980,9038969,2022-01-10T12:09:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351430,9630975,2022-01-10T10:41:00Z,departure,NA,NA
RUPRI,DEPARTURE,538003816,9290828,2022-01-10T10:29:00Z,departure,NA,NA
RUKOZ,DEPARTURE,412471000,9845996,2022-01-10T10:08:00Z,departure,NA,NA
RUULU,DEPARTURE,211881000,9352303,2022-01-10T10:07:00Z,departure,NA,NA
RUSEW,DEPARTURE,273454890,9299161,2022-01-10T08:36:00Z,departure,NA,NA
RUNVS,DEPARTURE,563136900,9916616,2022-01-10T07:47:00Z,departure,NA,NA
RUVYP,DEPARTURE,636019261,9379129,2022-01-10T07:14:00Z,departure,NA,NA
RUULU,DEPARTURE,273337270,9299173,2022-01-10T07:04:00Z,departure,NA,NA
RUROV,DEPARTURE,273433680,9300350,2022-01-10T05:00:00Z,departure,NA,NA
RUTUA,DEPARTURE,636021413,9231183,2022-01-10T04:56:00Z,departure,NA,NA
RUKZP,DEPARTURE,273357390,9645073,2022-01-10T03:57:00Z,departure,NA,NA
RUDUD,DEPARTURE,273435910,9194012,2022-01-09T23:52:00Z,departure,NA,NA
RUPRI,DEPARTURE,566598000,9729283,2022-01-09T23:50:00Z,departure,NA,NA
RUNJK,DEPARTURE,215925000,9305867,2022-01-09T20:49:00Z,departure,NA,NA
RUROV,DEPARTURE,273351430,9630975,2022-01-09T20:21:00Z,departure,NA,NA
RUULU,DEPARTURE,636018959,9826902,2022-01-09T19:49:00Z,departure,NA,NA
RUTMR,DEPARTURE,273384070,9637973,2022-01-09T19:43:00Z,departure,NA,NA
RUAZO,DEPARTURE,273333670,9645114,2022-01-09T19:27:00Z,departure,NA,NA
RUPRI,DEPARTURE,636018830,9826897,2022-01-09T18:01:00Z,departure,NA,NA
RUNVS,DEPARTURE,249856000,9776767,2022-01-09T17:27:00Z,departure,NA,NA
RUULU,DEPARTURE,309401000,9297890,2022-01-09T16:25:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2022-01-09T14:36:00Z,departure,NA,NA
RUNVS,DEPARTURE,636014191,9413559,2022-01-09T14:00:00Z,departure,NA,NA
RUKOZ,DEPARTURE,563062800,9783904,2022-01-09T13:59:00Z,departure,NA,NA
RULED,DEPARTURE,273353180,9645047,2022-01-09T11:51:00Z,departure,NA,NA
RULED,DEPARTURE,275484000,9169782,2022-01-09T11:23:00Z,departure,NA,NA
RUMMK,DEPARTURE,273430430,9167930,2022-01-09T10:47:00Z,departure,NA,NA
RUTAM,DEPARTURE,636021156,9858797,2022-01-09T10:44:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005401,9686883,2022-01-09T10:07:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433680,9300350,2022-01-09T09:34:00Z,departure,NA,NA
RUAZO,DEPARTURE,273352430,9626699,2022-01-09T09:32:00Z,departure,NA,NA
RUTUA,DEPARTURE,566030000,9431288,2022-01-09T08:49:00Z,departure,NA,NA
RUNVS,DEPARTURE,255806172,9319870,2022-01-09T08:14:00Z,departure,NA,NA
RUBLT,DEPARTURE,219279000,9389502,2022-01-09T07:50:00Z,departure,NA,NA
RUNVS,DEPARTURE,273353450,9640516,2022-01-09T06:52:00Z,departure,NA,NA
RUDKA,DEPARTURE,209595000,9301407,2022-01-09T04:43:00Z,departure,NA,NA
RUNVS,DEPARTURE,249981000,9759800,2022-01-09T04:06:00Z,departure,NA,NA
RUKZP,DEPARTURE,273353340,9602825,2022-01-09T03:51:00Z,departure,NA,NA
RUTUA,DEPARTURE,256076000,9379325,2022-01-09T03:38:00Z,departure,NA,NA
RULED,DEPARTURE,273337270,9299173,2022-01-09T02:30:00Z,departure,NA,NA
RUNVS,DEPARTURE,249971000,9303728,2022-01-09T01:52:00Z,departure,NA,NA
RUVYS,DEPARTURE,249986000,9765029,2022-01-09T01:31:00Z,departure,NA,NA
RUAZO,DEPARTURE,273351430,9630975,2022-01-09T01:18:00Z,departure,NA,NA
RUBLT,DEPARTURE,248891000,9268239,2022-01-09T01:07:00Z,departure,NA,NA
RUVVO,DEPARTURE,538007496,9226009,2022-01-08T21:18:00Z,departure,NA,NA
RUNVS,DEPARTURE,241350000,9694658,2022-01-08T21:16:00Z,departure,NA,NA
RUULU,DEPARTURE,248024000,9737400,2022-01-08T21:13:00Z,departure,NA,NA
RUBNK,DEPARTURE,273350170,8821761,2022-01-08T21:10:00Z,departure,NA,NA
RUVVO,DEPARTURE,538007496,9226009,2022-01-08T20:10:00Z,departure,NA,NA
RUPRI,DEPARTURE,240175000,9276573,2022-01-08T19:00:00Z,departure,NA,NA
NA,DEPARTURE,273216480,9492842,2022-01-08T18:19:00Z,departure,NA,NA
RUNVS,DEPARTURE,538004518,9416551,2022-01-08T17:51:00Z,departure,NA,NA
RUPRI,DEPARTURE,248006000,9737383,2022-01-08T16:02:00Z,departure,NA,NA
RUAZO,DEPARTURE,273357420,9610262,2022-01-08T15:16:00Z,departure,NA,NA
RUPRI,DEPARTURE,255806263,9851701,2022-01-08T14:11:00Z,departure,NA,NA
RUNVS,DEPARTURE,636016274,9333785,2022-01-08T12:23:00Z,departure,NA,NA
RUVVO,DEPARTURE,273350980,9038969,2022-01-08T12:10:00Z,departure,NA,NA
NA,DEPARTURE,273391160,9759939,2022-01-08T12:03:00Z,departure,NA,NA
RUYEY,DEPARTURE,273352050,9517082,2022-01-08T11:55:00Z,departure,NA,NA
RUULU,DEPARTURE,249857000,9776755,2022-01-08T11:54:00Z,departure,NA,NA
RULED,DEPARTURE,211422510,9255490,2022-01-08T11:44:00Z,departure,NA,NA
RUNVS,DEPARTURE,241751000,9314870,2022-01-08T11:34:00Z,departure,NA,NA
RULED,DEPARTURE,273350170,8821761,2022-01-08T11:22:00Z,departure,NA,NA
RUTUA,DEPARTURE,271001000,9445382,2022-01-08T11:15:00Z,departure,NA,NA
RUVVO,DEPARTURE,273350980,9038969,2022-01-08T10:09:00Z,departure,NA,NA
RUKOZ,DEPARTURE,240531000,9305609,2022-01-08T09:56:00Z,departure,NA,NA
RUVYP,DEPARTURE,215925000,9305867,2022-01-08T08:57:00Z,departure,NA,NA
RUNVS,DEPARTURE,248410000,9773923,2022-01-08T08:53:00Z,departure,NA,NA
RUTMR,DEPARTURE,273359390,9645102,2022-01-08T04:41:00Z,departure,NA,NA
RUTUA,DEPARTURE,538002073,9253258,2022-01-08T04:30:00Z,departure,NA,NA
RUAZO,DEPARTURE,273327420,9687992,2022-01-08T04:28:00Z,departure,NA,NA
RUKOZ,DEPARTURE,413848000,9846005,2022-01-08T03:50:00Z,departure,NA,NA
RUPRI,DEPARTURE,538002579,9312913,2022-01-08T02:09:00Z,departure,NA,NA
RULED,DEPARTURE,538007532,9327384,2022-01-08T00:57:00Z,departure,NA,NA
RUKZP,DEPARTURE,273313860,9417050,2022-01-07T22:10:00Z,departure,NA,NA
RUTMR,DEPARTURE,273440780,9297199,2022-01-07T22:03:00Z,departure,NA,NA
RUNVS,DEPARTURE,319131300,9818230,2022-01-07T21:19:00Z,departure,NA,NA
RUNVS,DEPARTURE,311000534,9752797,2022-01-07T16:55:00Z,departure,NA,NA
RUVVO,DEPARTURE,538007496,9226009,2022-01-07T16:23:00Z,departure,NA,NA
RUNVS,DEPARTURE,273371330,9418509,2022-01-07T16:13:00Z,departure,NA,NA
RUVYS,DEPARTURE,219353000,9724544,2022-01-07T15:26:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353260,9612911,2022-01-07T14:42:00Z,departure,NA,NA
RUTMR,DEPARTURE,273352260,9612909,2022-01-07T14:37:00Z,departure,NA,NA
RUNVS,DEPARTURE,636020407,9736690,2022-01-07T13:12:00Z,departure,NA,NA
RULED,DEPARTURE,273357860,9645009,2022-01-07T12:50:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005398,9686871,2022-01-07T12:29:00Z,departure,NA,NA
RULED,DEPARTURE,210051000,9152820,2022-01-07T12:27:00Z,departure,NA,NA
RULED,DEPARTURE,215782000,9288734,2022-01-07T12:08:00Z,departure,NA,NA
RUULU,DEPARTURE,566579000,9725639,2022-01-07T11:29:00Z,departure,NA,NA
RUPRI,DEPARTURE,636014353,9511387,2022-01-07T10:45:00Z,departure,NA,NA
RUARH,DEPARTURE,212097000,9384435,2022-01-07T05:24:00Z,departure,NA,NA
RUNVS,DEPARTURE,256123000,9236640,2022-01-07T00:22:00Z,departure,NA,NA
RUBLT,DEPARTURE,229015000,9525584,2022-01-06T21:41:00Z,departure,NA,NA
RUULU,DEPARTURE,215810000,9290361,2022-01-06T21:28:00Z,departure,NA,NA
RUSTY,DEPARTURE,229015000,9525584,2022-01-06T20:32:00Z,departure,NA,NA
RUAZO,DEPARTURE,273448000,9260483,2022-01-06T20:19:00Z,departure,NA,NA
RUNJK,DEPARTURE,273326750,8906951,2022-01-06T19:14:00Z,departure,NA,NA
RUULU,DEPARTURE,249998000,9779953,2022-01-06T19:13:00Z,departure,NA,NA
RUAZO,DEPARTURE,273345600,8727939,2022-01-06T17:57:00Z,departure,NA,NA
RUAZO,DEPARTURE,273353720,9598385,2022-01-06T17:20:00Z,departure,NA,NA
RUPRI,DEPARTURE,636014189,9413547,2022-01-06T16:05:00Z,departure,NA,NA
RUNVS,DEPARTURE,241751000,9314870,2022-01-06T15:57:00Z,departure,NA,NA
RUTUA,DEPARTURE,248337000,9384095,2022-01-06T14:11:00Z,departure,NA,NA
RUTUA,DEPARTURE,538005221,9260079,2022-01-06T11:09:00Z,departure,NA,NA
RUKOZ,DEPARTURE,241367000,9346861,2022-01-06T11:07:00Z,departure,NA,NA
RUDKA,DEPARTURE,209225000,9301419,2022-01-06T09:50:00Z,departure,NA,NA
RUYEY,DEPARTURE,273314050,9376593,2022-01-06T07:52:00Z,departure,NA,NA
RUPRI,DEPARTURE,538005404,9691735,2022-01-06T04:16:00Z,departure,NA,NA
RUSAB,DEPARTURE,209387000,9817315,2022-01-06T02:19:00Z,departure,NA,NA
RUULU,DEPARTURE,240609000,9297541,2022-01-06T01:21:00Z,departure,NA,NA
RUGDZ,DEPARTURE,229069000,9633446,2022-01-05T23:04:00Z,departure,NA,NA
RULED,DEPARTURE,273358390,9645097,2022-01-05T22:40:00Z,departure,NA,NA
RUROV,DEPARTURE,273353720,9598385,2022-01-05T21:51:00Z,departure,NA,NA
NA,DEPARTURE,273212310,9837547,2022-01-05T19:56:00Z,departure,NA,NA
NA,DEPARTURE,436000393,9323091,2022-01-05T19:49:00Z,departure,NA,NA
RUULU,DEPARTURE,249855000,9777931,2022-01-05T18:54:00Z,departure,NA,NA
RUAZO,DEPARTURE,273318520,9354636,2022-01-05T17:02:00Z,departure,NA,NA
RUASF,DEPARTURE,273340640,9690212,2022-01-05T16:36:00Z,departure,NA,NA
RUPRI,DEPARTURE,209294000,9334571,2022-01-05T13:54:00Z,departure,NA,NA
RUPRI,DEPARTURE,538006769,9726592,2022-01-05T11:18:00Z,departure,NA,NA
RUPKC,DEPARTURE,273342530,8914855,2022-01-05T11:07:00Z,departure,NA,NA
RUBLT,DEPARTURE,266273000,9308558,2022-01-05T10:47:00Z,departure,NA,NA
RUNVS,DEPARTURE,311000516,9741815,2022-01-05T10:42:00Z,departure,NA,NA
RUVYS,DEPARTURE,636093029,9326897,2022-01-05T10:09:00Z,departure,NA,NA
RUNVS,DEPARTURE,229069000,9633446,2022-01-05T09:39:00Z,departure,NA,NA
RUSTY,DEPARTURE,266273000,9308558,2022-01-05T09:20:00Z,departure,NA,NA
RUULU,DEPARTURE,275484000,9169782,2022-01-05T08:31:00Z,departure,NA,NA
RUVVO,DEPARTURE,273430250,9262170,2022-01-05T05:59:00Z,departure,NA,NA
RUULU,DEPARTURE,218292000,9423449,2022-01-05T04:46:00Z,departure,NA,NA
RUAZO,DEPARTURE,273433590,9328663,2022-01-05T03:21:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008765,9288930,2022-01-05T01:59:00Z,departure,NA,NA
RUKZP,DEPARTURE,273358180,9621560,2022-01-05T01:48:00Z,departure,NA,NA
RUVYP,DEPARTURE,273215560,9140827,2022-01-05T01:13:00Z,departure,NA,NA
RUVVO,DEPARTURE,538008765,9288930,2022-01-05T01:05:00Z,departure,NA,NA
RUAZO,DEPARTURE,273342100,8867143,2022-01-04T23:29:00Z,departure,NA,NA
RUPKC,DEPARTURE,273419360,9053206,2022-01-04T22:50:00Z,departure,NA,NA
RULED,DEPARTURE,212240000,9314818,2022-01-04T22:42:00Z,departure,NA,NA
