port_unlocode,move_type,ship_mmsi,ship_imo,date_utc,load_status,port_operation,draught,terminal_id,berth_id
RUTMR,departure,273352450,9640504,2022-02-23T21:05:00Z,fully_laden,load,4.2,NA,NA
RUTUA,departure,229599000,9253246,2022-02-23T20:54:00Z,fully_laden,load,10.1,NA,NA
RUVVO,departure,538007496,9226009,2022-02-23T20:46:00Z,partially_laden,none,7.8,NA,NA
RUNVS,departure,636093001,9340128,2022-02-23T20:19:00Z,fully_laden,load,11.4,NA,NA
RUTAG,departure,273393560,9838199,2022-02-23T20:02:00Z,partially_laden,load,4,NA,NA
RUPRI,departure,218292000,9423449,2022-02-23T19:46:00Z,fully_laden,load,9.9,NA,NA
RUVVO,departure,538008813,9282986,2022-02-23T18:50:00Z,partially_laden,none,9.5,NA,NA
RUVVO,departure,273350980,9038969,2022-02-23T18:26:00Z,fully_laden,load,7.8,NA,NA
NA,departure,273211370,9539810,2022-02-23T18:02:00Z,fully_laden,load,6.5,NA,NA
RUVVO,departure,538008813,9282986,2022-02-23T17:45:00Z,partially_laden,load,9.1,NA,NA
RUNVS,departure,538090550,9592264,2022-02-23T13:11:00Z,partially_laden,load,11.9,NA,NA
RUKOZ,departure,538005006,9440538,2022-02-23T11:55:00Z,fully_laden,load,13.9,NA,NA
RUYEY,departure,273355800,9540340,2022-02-23T11:45:00Z,fully_laden,load,4.1,NA,NA
RUTAM,departure,273381540,9766140,2022-02-23T11:44:00Z,fully_laden,none,4.1,NA,NA
RUTAM,departure,538008082,9391402,2022-02-23T11:42:00Z,fully_laden,load,10,NA,NA
RUNVS,departure,273371330,9418509,2022-02-23T10:31:00Z,fully_laden,none,6.8,NA,NA
RUTAG,departure,273353340,9602825,2022-02-23T08:57:00Z,fully_laden,load,4.5,NA,NA
RUVYS,departure,212182000,9299862,2022-02-23T08:44:00Z,fully_laden,load,10.4,NA,NA
RUKZP,departure,273333570,9655468,2022-02-23T08:03:00Z,fully_laden,load,3.9,NA,NA
RUAZO,departure,273342100,8867143,2022-02-23T06:08:00Z,fully_laden,load,4.1,NA,NA
RUNVS,departure,370805000,9495832,2022-02-23T05:36:00Z,partially_laden,none,5.5,NA,NA
RUULU,departure,538006771,9703320,2022-02-23T05:09:00Z,fully_laden,load,14,NA,NA
RUAZO,departure,273433590,9328663,2022-02-23T04:46:00Z,fully_laden,load,3.9,NA,NA
RUPRI,departure,248022000,9737395,2022-02-23T04:00:00Z,fully_laden,load,14.5,NA,NA
RUULU,departure,636013116,9327463,2022-02-23T02:38:00Z,fully_laden,load,11,NA,NA
RUNJK,departure,477047800,9337523,2022-02-23T02:30:00Z,partially_laden,load,9.2,NA,NA
RUVVO,departure,273350980,9038969,2022-02-22T23:36:00Z,partially_laden,none,7,NA,NA
RULED,departure,538002553,9327437,2022-02-22T23:32:00Z,fully_laden,load,10,NA,NA
RUTUA,departure,636014336,9283796,2022-02-22T23:14:00Z,fully_laden,load,9.5,NA,NA
RUPRI,departure,218019000,9352315,2022-02-22T22:48:00Z,fully_laden,load,10.1,NA,NA
RULED,departure,241522000,9295335,2022-02-22T22:48:00Z,fully_laden,load,10.5,NA,NA
RUNVS,departure,215544000,9857468,2022-02-22T22:27:00Z,fully_laden,load,12.2,NA,NA
RUULU,departure,249981000,9759800,2022-02-22T21:57:00Z,fully_laden,load,15,NA,NA
RULED,departure,265025000,9898204,2022-02-22T21:49:00Z,fully_laden,load,8.7,NA,NA
RUAZO,departure,273382620,9784893,2022-02-22T21:36:00Z,fully_laden,load,4.1,NA,NA
RUPRI,departure,257861000,9305556,2022-02-22T20:58:00Z,fully_laden,load,14.3,NA,NA
RUKOZ,departure,564151000,9728411,2022-02-22T19:36:00Z,fully_laden,load,13.7,NA,NA
RUNVS,departure,538007797,9746621,2022-02-22T18:08:00Z,fully_laden,load,15.4,NA,NA
RUNVS,departure,564359000,9376828,2022-02-22T17:25:00Z,fully_laden,load,10.5,NA,NA
RUTUA,departure,636019212,9800790,2022-02-22T17:10:00Z,fully_laden,load,10,NA,NA
RUULU,departure,636018959,9826902,2022-02-22T15:33:00Z,fully_laden,load,14.4,NA,NA
RUTAM,departure,229881000,9327396,2022-02-22T14:44:00Z,fully_laden,load,10,NA,NA
RUNVS,departure,636012647,9292204,2022-02-22T13:55:00Z,fully_laden,load,12.6,NA,NA
RULED,departure,273357860,9645009,2022-02-22T13:44:00Z,fully_laden,load,4.2,NA,NA
RUBLT,departure,538008478,9804851,2022-02-22T13:33:00Z,fully_laden,none,8.4,NA,NA
RUSTY,departure,538008478,9804851,2022-02-22T12:06:00Z,fully_laden,load,8.4,NA,NA
RUNVS,departure,538002655,9315745,2022-02-22T11:36:00Z,fully_laden,load,10.3,NA,NA
RUPRI,departure,538005408,9696589,2022-02-22T08:50:00Z,fully_laden,load,11.2,NA,NA
RUAZO,departure,273433790,9340881,2022-02-22T08:12:00Z,fully_laden,load,3.6,NA,NA
RUTAM,departure,538009001,9248461,2022-02-22T06:00:00Z,partially_laden,load,8.9,NA,NA
RUNVS,departure,538003868,9436020,2022-02-22T05:51:00Z,fully_laden,load,12.6,NA,NA
RULED,departure,230690000,9797802,2022-02-22T04:01:00Z,fully_laden,load,9.5,NA,NA
NA,departure,273391160,9759939,2022-02-22T02:58:00Z,fully_laden,none,8.8,NA,NA
RUTMR,departure,273358170,9645011,2022-02-22T02:53:00Z,fully_laden,none,4.2,NA,NA
RUKOZ,departure,412471000,9845996,2022-02-22T02:14:00Z,fully_laden,load,14.1,NA,NA
RUTAM,departure,538004173,9422548,2022-02-22T01:11:00Z,fully_laden,load,13.7,NA,NA
RUTMR,departure,273354450,9640528,2022-02-22T00:08:00Z,fully_laden,load,4.2,NA,NA
RUPRI,departure,636018688,9826732,2022-02-21T22:28:00Z,fully_laden,load,14.2,NA,NA
RUMMK,departure,273430430,9167930,2022-02-21T20:53:00Z,fully_laden,load,7.2,NA,NA
RUNVS,departure,636013296,9316127,2022-02-21T20:52:00Z,fully_laden,load,15,NA,NA
RUULU,departure,249549000,9297553,2022-02-21T20:28:00Z,fully_laden,load,12.7,NA,NA
RUNVS,departure,229632000,9669653,2022-02-21T18:27:00Z,fully_laden,load,10.5,NA,NA
RUNVS,departure,241466000,9772931,2022-02-21T18:12:00Z,fully_laden,load,15.2,NA,NA
RUASF,departure,273389670,9823039,2022-02-21T16:58:00Z,partially_laden,load,3.7,NA,NA
RUYEY,departure,273355910,9560936,2022-02-21T16:30:00Z,fully_laden,load,4.4,NA,NA
RUAZO,departure,273352430,9626699,2022-02-21T15:49:00Z,fully_laden,load,3.8,NA,NA
RUULU,departure,238019000,9796743,2022-02-21T15:16:00Z,fully_laden,load,14.4,NA,NA
RUNJK,departure,357691000,9290610,2022-02-21T15:13:00Z,fully_laden,load,12.2,NA,NA
RUTAG,departure,273355380,9648221,2022-02-21T14:40:00Z,fully_laden,load,3.6,NA,NA
RUTAM,departure,248152000,9749556,2022-02-21T14:03:00Z,fully_laden,load,13.1,NA,NA
RUKZP,departure,273359560,9640542,2022-02-21T13:06:00Z,fully_laden,load,4.2,NA,NA
RUSKA,departure,273350980,9038969,2022-02-21T12:40:00Z,partially_laden,load,7,NA,NA
RUNVS,departure,273342180,9683738,2022-02-21T12:11:00Z,partially_laden,none,3.5,NA,NA
RUULU,departure,636017655,9397547,2022-02-21T11:36:00Z,fully_laden,load,12.4,NA,NA
RUPRI,departure,218057000,9380477,2022-02-21T11:17:00Z,fully_laden,load,10,NA,NA
NA,departure,436000393,9323091,2022-02-21T11:07:00Z,fully_laden,load,6.5,NA,NA
RUMCX,departure,434114600,9592202,2022-02-21T09:50:00Z,partially_laden,load,3.8,NA,NA
RUULU,departure,538005410,9706463,2022-02-21T09:43:00Z,fully_laden,load,11,NA,NA
RUTUA,departure,271001000,9445382,2022-02-21T09:14:00Z,fully_laden,load,6.9,NA,NA
RUSKA,departure,273357270,9035826,2022-02-21T06:37:00Z,fully_laden,load,8,NA,NA
RUPRI,departure,255806262,9851696,2022-02-21T03:37:00Z,fully_laden,load,10.3,NA,NA
RUULU,departure,566255000,9725603,2022-02-21T02:38:00Z,fully_laden,load,10.4,NA,NA
RUNVS,departure,215705000,9282821,2022-02-21T01:22:00Z,fully_laden,load,10,NA,NA
RULED,departure,566577000,9725627,2022-02-21T00:11:00Z,fully_laden,load,10.7,NA,NA
RULED,departure,538008322,9353125,2022-02-20T23:31:00Z,fully_laden,load,10.4,NA,NA
RUULU,departure,636020423,9889136,2022-02-20T23:22:00Z,fully_laden,none,13.5,NA,NA
RUNVS,departure,247226900,9379337,2022-02-20T21:51:00Z,fully_laden,load,10.8,NA,NA
RUKOZ,departure,241367000,9346861,2022-02-20T21:37:00Z,fully_laden,load,14.2,NA,NA
RUVYS,departure,220635000,9392468,2022-02-20T19:34:00Z,fully_laden,load,12.8,NA,NA
RUULU,departure,538009840,9318034,2022-02-20T19:28:00Z,partially_laden,none,10.1,NA,NA
RUPRI,departure,249997000,9779965,2022-02-20T19:10:00Z,fully_laden,load,14.4,NA,NA
RUULU,departure,248006000,9737383,2022-02-20T15:41:00Z,fully_laden,load,14.5,NA,NA
RUNVS,departure,249007000,9693070,2022-02-20T14:01:00Z,partially_laden,load,11.9,NA,NA
RUAZO,departure,273444390,9300348,2022-02-20T13:57:00Z,fully_laden,load,3.7,NA,NA
RUTMR,departure,273356510,9540364,2022-02-20T13:37:00Z,fully_laden,load,4.5,NA,NA
RUBLT,departure,248891000,9268239,2022-02-20T13:28:00Z,fully_laden,none,6.6,NA,NA
RUPRI,departure,538005400,9688374,2022-02-20T12:31:00Z,fully_laden,load,11.2,NA,NA
RUSTY,departure,248891000,9268239,2022-02-20T12:15:00Z,fully_laden,load,6.6,NA,NA
RULED,departure,275484000,9169782,2022-02-20T12:10:00Z,fully_laden,load,8.9,NA,NA
RUNVS,departure,477591100,9845130,2022-02-20T11:50:00Z,fully_laden,load,16.5,NA,NA
RUKOZ,departure,538002845,9339985,2022-02-20T11:08:00Z,fully_laden,load,14.2,NA,NA
RUNJK,departure,273326750,8906951,2022-02-20T10:41:00Z,partially_laden,none,6.2,NA,NA
RUULU,departure,636019055,9843572,2022-02-20T09:16:00Z,fully_laden,load,13.2,NA,NA
RUVYP,departure,273359970,9217321,2022-02-20T08:11:00Z,partially_laden,none,5.5,NA,NA
RUVYS,departure,538007532,9327384,2022-02-20T07:57:00Z,fully_laden,load,10.1,NA,NA
RUNVS,departure,247382400,9231171,2022-02-20T07:44:00Z,fully_laden,load,9.6,NA,NA
RUVVO,departure,273213390,9016870,2022-02-20T06:10:00Z,partially_laden,none,6.4,NA,NA
RUULU,departure,258692000,9321677,2022-02-20T05:26:00Z,fully_laden,load,13,NA,NA
RUVVO,departure,273213390,9016870,2022-02-20T05:16:00Z,partially_laden,none,6.4,NA,NA
RUTUA,departure,229357000,9299496,2022-02-20T05:15:00Z,fully_laden,load,10.2,NA,NA
RUPRI,departure,636014354,9511521,2022-02-20T03:10:00Z,fully_laden,load,14.3,NA,NA
RUAZO,departure,273327420,9687992,2022-02-20T02:44:00Z,fully_laden,load,4,NA,NA
RUNVS,departure,241408000,9370848,2022-02-20T01:36:00Z,fully_laden,load,14.1,NA,NA
RUBLT,departure,215872000,9221786,2022-02-20T00:44:00Z,partially_laden,none,5.6,NA,NA
RUSTY,departure,215872000,9221786,2022-02-19T23:44:00Z,partially_laden,none,5.6,NA,NA
RUULU,departure,566579000,9725639,2022-02-19T23:14:00Z,fully_laden,load,10.5,NA,NA
RUAZO,departure,273332530,9435375,2022-02-19T22:42:00Z,fully_laden,load,4.1,NA,NA
RUPRI,departure,538005397,9686857,2022-02-19T21:45:00Z,fully_laden,load,11.2,NA,NA
RUNVS,departure,636013113,9315941,2022-02-19T21:24:00Z,partially_laden,none,9,NA,NA
RUNVS,departure,241406000,9370850,2022-02-19T21:04:00Z,partially_laden,load,12.6,NA,NA
RUULU,departure,636017658,9354313,2022-02-19T20:32:00Z,fully_laden,load,14.5,NA,NA
RUAZO,departure,273350860,9476783,2022-02-19T18:40:00Z,fully_laden,load,4.1,NA,NA
RUAZO,departure,273353720,9598385,2022-02-19T17:56:00Z,fully_laden,load,3.8,NA,NA
RUAZO,departure,273445480,9313589,2022-02-19T17:43:00Z,fully_laden,load,3.6,NA,NA
NA,departure,436000032,9323106,2022-02-19T17:28:00Z,fully_laden,load,6.5,NA,NA
RUKZP,departure,273351450,9640499,2022-02-19T17:07:00Z,fully_laden,load,4.2,NA,NA
RUPRI,departure,240597000,9315795,2022-02-19T15:02:00Z,fully_laden,load,11,NA,NA
RUKOZ,departure,636019634,9398266,2022-02-19T14:01:00Z,fully_laden,load,14,NA,NA
RUTAM,departure,215798000,9412464,2022-02-19T13:27:00Z,fully_laden,none,12.9,NA,NA
RUNVS,departure,256210000,9301897,2022-02-19T13:24:00Z,fully_laden,load,9.2,NA,NA
RUULU,departure,273350170,8821761,2022-02-19T09:44:00Z,partially_laden,none,6.1,NA,NA
RUNVS,departure,229365000,9629562,2022-02-19T08:53:00Z,partially_laden,load,10,NA,NA
RUNVS,departure,566502000,9340594,2022-02-19T08:08:00Z,fully_laden,load,9.5,NA,NA
RUMMK,departure,273436640,9171175,2022-02-19T07:29:00Z,fully_laden,load,9,NA,NA
RUPRI,departure,240243000,9285861,2022-02-19T07:20:00Z,fully_laden,load,15,NA,NA
RUKOZ,departure,636017407,9281011,2022-02-19T06:07:00Z,fully_laden,load,13.8,NA,NA
RUDKA,departure,209595000,9301407,2022-02-19T05:34:00Z,fully_laden,none,14.3,NA,NA
RUTMR,departure,273357390,9645073,2022-02-19T04:05:00Z,fully_laden,load,4.2,NA,NA
RUPRI,departure,538009608,9332614,2022-02-19T03:47:00Z,fully_laden,load,13.2,NA,NA
RUDKA,departure,209595000,9301407,2022-02-19T01:39:00Z,fully_laden,load,14.3,NA,NA
RUTUA,departure,229879000,9464376,2022-02-19T00:43:00Z,fully_laden,load,10.3,NA,NA
RUPRI,departure,636012813,9305568,2022-02-18T23:04:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,538008334,9594133,2022-02-18T22:36:00Z,fully_laden,load,15.5,NA,NA
RUULU,departure,240609000,9297541,2022-02-18T22:03:00Z,fully_laden,load,15,NA,NA
RULOM,departure,273353180,9645047,2022-02-18T21:51:00Z,fully_laden,load,4,NA,NA
RULED,departure,257834000,9407988,2022-02-18T21:34:00Z,fully_laden,load,8.7,NA,NA
RUMMK,departure,273454890,9299161,2022-02-18T20:16:00Z,fully_laden,none,6.8,NA,NA
RUNJK,departure,273210470,9163764,2022-02-18T19:26:00Z,fully_laden,load,9.3,NA,NA
RUNJK,departure,273359970,9217321,2022-02-18T18:24:00Z,fully_laden,none,5.8,NA,NA
RUPRI,departure,538008324,9347308,2022-02-18T17:17:00Z,fully_laden,load,11.1,NA,NA
RUVYP,departure,273216560,9114751,2022-02-18T16:43:00Z,partially_laden,none,5.8,NA,NA
RUKZP,departure,273318520,9354636,2022-02-18T16:31:00Z,fully_laden,load,3.8,NA,NA
RUTMR,departure,273331580,9683714,2022-02-18T15:53:00Z,fully_laden,load,4.2,NA,NA
RUARH,departure,212231000,9384447,2022-02-18T15:31:00Z,fully_laden,load,9.2,NA,NA
RUNVS,departure,636013273,9339313,2022-02-18T14:14:00Z,fully_laden,load,12.8,NA,NA
RUULU,departure,538009840,9318034,2022-02-18T14:01:00Z,partially_laden,load,9.5,NA,NA
RUBLT,departure,248891000,9268239,2022-02-18T12:19:00Z,partially_laden,none,5,NA,NA
RUMCX,departure,434114000,9435399,2022-02-18T12:08:00Z,partially_laden,none,3.9,NA,NA
NA,departure,273212310,9837547,2022-02-18T10:56:00Z,fully_laden,none,8.7,NA,NA
RUKZP,departure,273314050,9376593,2022-02-18T10:29:00Z,fully_laden,load,3.8,NA,NA
RUTUA,departure,215375000,9302683,2022-02-18T09:49:00Z,fully_laden,load,10,NA,NA
RUVVO,departure,273213390,9016870,2022-02-18T09:38:00Z,partially_laden,none,6.4,NA,NA
RUULU,departure,538002773,9323376,2022-02-18T09:20:00Z,fully_laden,load,10.4,NA,NA
RUVNN,departure,419594000,9308443,2022-02-18T08:19:00Z,partially_laden,load,12,NA,NA
NA,departure,273216880,9575929,2022-02-18T07:20:00Z,fully_laden,load,6.5,NA,NA
RUAZO,departure,273433680,9300350,2022-02-18T05:12:00Z,fully_laden,none,3.7,NA,NA
RUVYS,departure,218085000,9380489,2022-02-18T04:07:00Z,fully_laden,load,9.8,NA,NA
RUKOZ,departure,563062800,9783904,2022-02-18T03:23:00Z,fully_laden,load,14.3,NA,NA
RUAZO,departure,273398850,9838864,2022-02-18T03:04:00Z,fully_laden,load,4,NA,NA
RUULU,departure,538009459,9312901,2022-02-18T01:17:00Z,fully_laden,load,10.6,NA,NA
RUTUA,departure,273348630,9540302,2022-02-18T00:15:00Z,fully_laden,load,4.1,NA,NA
RUNVS,departure,215461000,9411941,2022-02-18T00:11:00Z,fully_laden,load,15.6,NA,NA
RUNVS,departure,538007825,9773765,2022-02-17T23:09:00Z,fully_laden,load,13.4,NA,NA
NA,departure,273454890,9299161,2022-02-17T20:32:00Z,fully_laden,none,6.9,NA,NA
RUYEY,departure,273315050,9376608,2022-02-17T18:59:00Z,fully_laden,load,3.8,NA,NA
RUVYS,departure,273350170,8821761,2022-02-17T18:00:00Z,fully_laden,none,6.4,NA,NA
RUTUA,departure,538009048,9820283,2022-02-17T16:45:00Z,partially_laden,load,11,NA,NA
RUULU,departure,230687000,9892432,2022-02-17T16:36:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,256391000,9694359,2022-02-17T15:33:00Z,fully_laden,load,12.7,NA,NA
RUNVS,departure,636013113,9315941,2022-02-17T15:06:00Z,partially_laden,load,9.4,NA,NA
RUTMR,departure,273355450,9640530,2022-02-17T14:33:00Z,fully_laden,load,4.2,NA,NA
RUPRI,departure,257861000,9305556,2022-02-17T14:16:00Z,fully_laden,load,14.3,NA,NA
RUVYS,departure,229882000,9314820,2022-02-17T13:55:00Z,fully_laden,load,10.2,NA,NA
RUNVS,departure,538004518,9416551,2022-02-17T12:27:00Z,fully_laden,load,11.6,NA,NA
RUNVS,departure,273329070,9599353,2022-02-17T11:47:00Z,partially_laden,none,4.1,NA,NA
RUNVS,departure,247382400,9231171,2022-02-17T09:35:00Z,partially_laden,none,7.5,NA,NA
RUTAM,departure,215798000,9412464,2022-02-17T09:07:00Z,fully_laden,load,13,NA,NA
RUROV,departure,273433680,9300350,2022-02-17T08:50:00Z,fully_laden,none,3.7,NA,NA
RUNVS,departure,477043600,9747352,2022-02-17T08:48:00Z,partially_laden,none,8.9,NA,NA
RULED,departure,246697000,9211535,2022-02-17T08:40:00Z,fully_laden,load,6.5,NA,NA
RULED,departure,231695000,9268423,2022-02-17T08:08:00Z,partially_laden,load,8.9,NA,NA
RULED,departure,249549000,9297553,2022-02-17T06:54:00Z,partially_laden,load,9.8,NA,NA
RUTAG,departure,273313860,9417050,2022-02-17T06:07:00Z,fully_laden,load,3.8,NA,NA
RUPRI,departure,636093012,9352195,2022-02-17T05:12:00Z,fully_laden,load,10.9,NA,NA
RUULU,departure,636020423,9889136,2022-02-17T04:07:00Z,fully_laden,load,12.4,NA,NA
RUPKC,departure,273419360,9053206,2022-02-17T01:10:00Z,partially_laden,discharge,6.1,NA,NA
RUPRI,departure,249856000,9776767,2022-02-17T00:28:00Z,fully_laden,load,14.4,NA,NA
NA,departure,273211370,9539810,2022-02-16T23:58:00Z,fully_laden,load,6.5,NA,NA
RUAZO,departure,273359760,9476771,2022-02-16T23:38:00Z,fully_laden,load,4,NA,NA
RUULU,departure,538002667,9323326,2022-02-16T23:09:00Z,fully_laden,load,10.7,NA,NA
RUPRI,departure,538005407,9696577,2022-02-16T20:39:00Z,fully_laden,load,11.4,NA,NA
RUKZP,departure,273352050,9517082,2022-02-16T19:58:00Z,fully_laden,none,3.8,NA,NA
RUTUA,departure,256495000,9327401,2022-02-16T19:25:00Z,fully_laden,load,10.6,NA,NA
RUSKA,departure,273350980,9038969,2022-02-16T18:15:00Z,partially_laden,load,7,NA,NA
RULED,departure,238250000,9334727,2022-02-16T16:55:00Z,partially_laden,load,10.7,NA,NA
RUNVS,departure,636014488,9314894,2022-02-16T16:45:00Z,fully_laden,load,11,NA,NA
RUVYS,departure,273350170,8821761,2022-02-16T16:08:00Z,fully_laden,load,6.8,NA,NA
RUNVS,departure,232012788,9817614,2022-02-16T15:30:00Z,fully_laden,load,16.2,NA,NA
RUNVS,departure,311000277,9696761,2022-02-16T15:13:00Z,fully_laden,load,13.4,NA,NA
RUULU,departure,642122020,9331153,2022-02-16T14:34:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,273381530,9766073,2022-02-16T14:18:00Z,fully_laden,load,7.1,NA,NA
RUTUA,departure,215504000,9326524,2022-02-16T12:40:00Z,partially_laden,load,9.5,NA,NA
RUTMR,departure,273352260,9612909,2022-02-16T12:32:00Z,fully_laden,none,4.2,NA,NA
RUTAM,departure,247391400,9314868,2022-02-16T12:17:00Z,fully_laden,load,10.1,NA,NA
RUNVS,departure,273353450,9640516,2022-02-16T11:16:00Z,fully_laden,load,4,NA,NA
RUULU,departure,273426280,9151890,2022-02-16T09:55:00Z,partially_laden,load,6.4,NA,NA
RUNVS,departure,538002071,9253234,2022-02-16T09:47:00Z,fully_laden,load,11.2,NA,NA
RUVYP,departure,273210470,9163764,2022-02-16T09:36:00Z,partially_laden,none,8,NA,NA
RUNVS,departure,273371330,9418509,2022-02-16T08:16:00Z,fully_laden,none,6.8,NA,NA
RUULU,departure,351341000,9882396,2022-02-16T06:49:00Z,partially_laden,load,10.8,NA,NA
RUNVS,departure,636017066,9384564,2022-02-16T06:08:00Z,fully_laden,load,14.1,NA,NA
RUDKA,departure,209225000,9301419,2022-02-16T04:49:00Z,fully_laden,load,14.3,NA,NA
RUKZP,departure,273359170,9645023,2022-02-16T04:21:00Z,fully_laden,load,4.2,NA,NA
RUNVS,departure,636018753,9411989,2022-02-16T03:49:00Z,fully_laden,load,11.1,NA,NA
RUAZO,departure,273431390,9340879,2022-02-16T03:12:00Z,fully_laden,load,3.7,NA,NA
RUKOZ,departure,538008244,9288851,2022-02-16T02:52:00Z,fully_laden,load,13.9,NA,NA
RUNVS,departure,215287000,9529293,2022-02-16T01:48:00Z,fully_laden,load,15.2,NA,NA
RUVYS,departure,538005538,9706425,2022-02-16T00:42:00Z,fully_laden,load,12.9,NA,NA
RUBLT,departure,249343000,9477490,2022-02-16T00:41:00Z,fully_laden,load,8.4,NA,NA
RUPRI,departure,538005398,9686871,2022-02-16T00:30:00Z,fully_laden,load,11.3,NA,NA
RUNVS,departure,636011640,9256054,2022-02-16T00:22:00Z,fully_laden,load,11.8,NA,NA
RUAZO,departure,273355680,9645061,2022-02-15T23:54:00Z,fully_laden,load,3.9,NA,NA
RUTUA,departure,248159000,9391957,2022-02-15T23:40:00Z,fully_laden,load,10.1,NA,NA
RULED,departure,256791000,9435313,2022-02-15T22:55:00Z,fully_laden,load,7.1,NA,NA
RUTAM,departure,215462000,9255842,2022-02-15T22:15:00Z,fully_laden,load,9,NA,NA
RUPRI,departure,238265000,9401128,2022-02-15T21:29:00Z,partially_laden,load,9.8,NA,NA
RUNVS,departure,636016290,9669914,2022-02-15T21:07:00Z,fully_laden,load,12.4,NA,NA
RUTAG,departure,273359560,9640542,2022-02-15T19:24:00Z,fully_laden,load,4.2,NA,NA
RUTAG,departure,273374820,9735141,2022-02-15T19:08:00Z,fully_laden,load,4.2,NA,NA
RUNVS,departure,636021413,9231183,2022-02-15T18:17:00Z,fully_laden,load,9.8,NA,NA
RUNVS,departure,636018751,9833735,2022-02-15T17:47:00Z,fully_laden,load,13.3,NA,NA
RUYEY,departure,273342520,9421958,2022-02-15T17:40:00Z,fully_laden,load,3.8,NA,NA
RUTMR,departure,273351260,9612923,2022-02-15T17:13:00Z,fully_laden,load,4.1,NA,NA
RUTUA,departure,636091701,9420863,2022-02-15T15:51:00Z,fully_laden,load,10.2,NA,NA
RUSEW,departure,273454890,9299161,2022-02-15T15:12:00Z,fully_laden,load,7.4,NA,NA
RUVYS,departure,636020062,9288722,2022-02-15T14:15:00Z,fully_laden,load,12.5,NA,NA
RUULU,departure,538006769,9726592,2022-02-15T13:26:00Z,fully_laden,load,14.6,NA,NA
RUTUA,departure,248132000,9464352,2022-02-15T10:48:00Z,fully_laden,load,10.2,NA,NA
RUAZO,departure,273433590,9328663,2022-02-15T09:50:00Z,fully_laden,load,3.8,NA,NA
RUTAM,departure,636012164,9280366,2022-02-15T09:22:00Z,fully_laden,load,12.5,NA,NA
RUROV,departure,273355680,9645061,2022-02-15T08:56:00Z,partially_laden,none,3.2,NA,NA
RUNJK,departure,354252000,9443877,2022-02-15T08:54:00Z,fully_laden,load,12.2,NA,NA
RUNVS,departure,249984000,9765017,2022-02-15T08:35:00Z,fully_laden,load,13.6,NA,NA
RUULU,departure,636019054,9843560,2022-02-15T05:10:00Z,fully_laden,load,13.3,NA,NA
RUKOZ,departure,413848000,9846005,2022-02-15T04:57:00Z,fully_laden,load,14.1,NA,NA
RUPRI,departure,538008326,9353137,2022-02-15T03:29:00Z,fully_laden,load,11.1,NA,NA
RUSKA,departure,273352560,9327334,2022-02-15T03:15:00Z,partially_laden,none,6,NA,NA
RUBLT,departure,215872000,9221786,2022-02-15T01:35:00Z,partially_laden,none,5.6,NA,NA
RUPRI,departure,240290000,9288708,2022-02-15T01:30:00Z,fully_laden,load,14.1,NA,NA
RUTUA,departure,538005221,9260079,2022-02-15T00:51:00Z,fully_laden,load,10.2,NA,NA
RUNJK,departure,273359970,9217321,2022-02-14T23:29:00Z,fully_laden,load,6.2,NA,NA
RUYEY,departure,273337920,9435349,2022-02-14T23:25:00Z,fully_laden,load,4.5,NA,NA
RUKZP,departure,273333570,9655468,2022-02-14T22:46:00Z,fully_laden,load,4,NA,NA
RUNVS,departure,271044690,9788710,2022-02-14T22:27:00Z,fully_laden,load,17,NA,NA
RUTUA,departure,248337000,9384095,2022-02-14T21:40:00Z,fully_laden,load,10.9,NA,NA
RUULU,departure,219014000,9392482,2022-02-14T21:24:00Z,fully_laden,load,11.3,NA,NA
RUNVS,departure,636091604,9391385,2022-02-14T20:35:00Z,fully_laden,load,10.7,NA,NA
RUKZP,departure,273354450,9640528,2022-02-14T17:32:00Z,fully_laden,load,4.2,NA,NA
RULED,departure,538002579,9312913,2022-02-14T17:25:00Z,fully_laden,load,9.9,NA,NA
RUAZO,departure,273433680,9300350,2022-02-14T16:55:00Z,fully_laden,none,3.7,NA,NA
RUPRI,departure,566598000,9729283,2022-02-14T16:28:00Z,fully_laden,load,11.3,NA,NA
RUNVS,departure,273371330,9418509,2022-02-14T16:13:00Z,fully_laden,none,6.8,NA,NA
RULOM,departure,245911000,9187057,2022-02-14T15:19:00Z,partially_laden,load,6.5,NA,NA
RULED,departure,257519000,9307671,2022-02-14T14:19:00Z,fully_laden,load,9.1,NA,NA
RUTAM,departure,538007299,9657478,2022-02-14T11:42:00Z,fully_laden,load,9.2,NA,NA
RUPRI,departure,257320000,9818058,2022-02-14T11:29:00Z,fully_laden,load,14.5,NA,NA
RUNJK,departure,538007850,9367695,2022-02-14T11:18:00Z,fully_laden,load,11.4,NA,NA
RUNVS,departure,273393370,9804227,2022-02-14T07:50:00Z,fully_laden,load,4.2,NA,NA
RUKOZ,departure,636017656,9354301,2022-02-14T05:49:00Z,fully_laden,load,14.8,NA,NA
RUPRI,departure,538005401,9686883,2022-02-14T04:44:00Z,fully_laden,load,11.3,NA,NA
RUAZO,departure,273443330,9288980,2022-02-14T03:47:00Z,fully_laden,load,3.8,NA,NA
RUAZO,departure,273391340,9829069,2022-02-14T03:28:00Z,fully_laden,load,4,NA,NA
